,,,-0.03704,16,,,,,-0.03704,9.2
,,,-0.037,16,,,,,-0.037,9.2
,,,-0.03696,16.2,,,,,-0.03696,9.2
,,,-0.03692,16.4,,,,,-0.03692,9.2
,,,-0.03688,16.4,,,,,-0.03688,9.4
,,,-0.03684,16.6,,,,,-0.03684,9.4
,,,-0.0368,16.8,,,,,-0.0368,9.4
,,,-0.03676,16.8,,,,,-0.03676,9.4
,,,-0.03672,16.8,,,,,-0.03672,9.4
,,,-0.03668,16.8,,,,,-0.03668,9.4
,,,-0.03664,16.8,,,,,-0.03664,9.4
,,,-0.0366,17,,,,,-0.0366,9.6
,,,-0.03656,17,,,,,-0.03656,9.6
,,,-0.03652,17.2,,,,,-0.03652,9.6
,,,-0.03648,17.2,,,,,-0.03648,9.6
,,,-0.03644,17.4,,,,,-0.03644,9.8
,,,-0.0364,17.4,,,,,-0.0364,9.6
,,,-0.03636,17.4,,,,,-0.03636,9.6
,,,-0.03632,17.6,,,,,-0.03632,9.6
,,,-0.03628,17.6,,,,,-0.03628,9.6
,,,-0.03624,17.6,,,,,-0.03624,9.6
,,,-0.0362,17.6,,,,,-0.0362,9.8
,,,-0.03616,17.6,,,,,-0.03616,9.6
,,,-0.03612,17.8,,,,,-0.03612,9.6
,,,-0.03608,17.8,,,,,-0.03608,9.8
,,,-0.03604,17.8,,,,,-0.03604,9.6
,,,-0.036,18,,,,,-0.036,9.8
,,,-0.03596,17.8,,,,,-0.03596,9.8
,,,-0.03592,18,,,,,-0.03592,9.8
,,,-0.03588,18,,,,,-0.03588,9.8
,,,-0.03584,18,,,,,-0.03584,9.8
,,,-0.0358,18,,,,,-0.0358,9.8
,,,-0.03576,18.2,,,,,-0.03576,9.8
,,,-0.03572,18,,,,,-0.03572,9.8
,,,-0.03568,18.2,,,,,-0.03568,9.8
,,,-0.03564,18,,,,,-0.03564,9.8
,,,-0.0356,18.2,,,,,-0.0356,9.8
,,,-0.03556,18.4,,,,,-0.03556,9.8
,,,-0.03552,18.2,,,,,-0.03552,9.8
,,,-0.03548,18.2,,,,,-0.03548,10
,,,-0.03544,18.2,,,,,-0.03544,9.8
,,,-0.0354,18.2,,,,,-0.0354,9.8
,,,-0.03536,18.2,,,,,-0.03536,9.8
,,,-0.03532,18.4,,,,,-0.03532,9.8
,,,-0.03528,18.4,,,,,-0.03528,9.8
,,,-0.03524,18.4,,,,,-0.03524,9.8
,,,-0.0352,18.4,,,,,-0.0352,10
,,,-0.03516,18.4,,,,,-0.03516,10
,,,-0.03512,18.4,,,,,-0.03512,9.8
,,,-0.03508,18.4,,,,,-0.03508,10
,,,-0.03504,18.4,,,,,-0.03504,10
,,,-0.035,18.4,,,,,-0.035,9.8
